filename,radius,type,split,circularity,spike_score,spike_blur_3*3,spike_no_blur,cx,cy,gx_high,gy_high,dist_high,offset_ratio_high,gx_low,gy_low,dist_low,offset_ratio_low,gx_comb,gy_comb,dist_comb,offset_ratio_comb
birch_AEON02_20240415_centered_0020.jpg,131,birch,train,0.880548569,0,0,0,258,255,267.1931778,246.2598602,12.68481615,12.68481615,252.3280444,251.1144221,6.875230639,0.049820512,260.07774,248.5835752,6.744442986,0.048872775
birch_AEON02_20240415_centered_0060.jpg,107,birch,train,0.87082261,0,0,0,268,254,267.1745001,253.9359926,0.827977675,0.827977675,250.3025092,270.9508977,24.50579754,0.163371984,258.9415242,262.2387059,12.24468292,0.081631219
birch_AEON02_20240415_centered_0063.jpg,122,birch,train,0.846158405,2,0,0,263,264,263.6072894,255.437847,8.583662675,8.583662675,253.6354316,256.1700048,12.20671812,0.085361665,258.59086,255.8061653,9.304807502,0.065068584
birch_AEON02_20240415_centered_0064.jpg,132,birch,train,0.870022685,0,0,0,256,255,258.4359802,251.2514526,4.470526538,4.470526538,262.0677662,263.7100514,10.61521466,0.073716768,260.1565597,257.1537852,4.681429132,0.032509925
birch_AEON02_20240415_centered_0065.jpg,131,birch,train,0.859111334,0,0,0,258,254,259.4574877,249.85815,4.390807686,4.390807686,266.7422426,262.0405511,11.87759525,0.0824833,263.013232,255.8044726,5.328096897,0.037000673
birch_AEON02_20240415_centered_0105.jpg,130,birch,train,0.863425097,0,0,0,252,254,247.4803654,257.9370057,5.993922824,5.993922824,257.2899752,250.724505,6.221953547,0.046088545,252.6225509,254.1562216,0.641852671,0.004754464
birch_AEON02_20240415_centered_0124.jpg,115,birch,train,0.762267344,3,0,0,254,252,262.1958669,257.1623343,9.686172086,9.686172086,260.8070064,245.5066242,9.407404793,0.069172094,261.4944673,251.2759907,7.529357861,0.055362925
birch_AEON02_20240415_centered_0134.jpg,115,birch,train,0.891139998,0,0,0,253,254,250.2234117,247.1315678,7.408427825,7.408427825,267.4405063,251.1226442,14.72438113,0.114142489,258.8386234,249.1286509,7.603917792,0.058945099
birch_AEON02_20240415_centered_0184.jpg,95,birch,train,0.790981909,3,0,0,263,255,260.73125,251.2289894,4.400880343,4.400880343,263.0216102,258.1862994,3.186372717,0.024139187,261.8419178,254.6028082,1.224302117,0.009275016
birch_AEON02_20240415_centered_0185.jpg,114,birch,train,0.869073243,0,0,0,259,255,255.4065565,244.1401317,11.43894997,11.43894997,254.2720767,261.4650479,8.00937598,0.059771463,254.8251244,253.0193215,4.620895304,0.034484293
birch_AEON02_20240415_centered_0254.jpg,120,birch,train,0.868593702,0,0,0,258,260,247.8676099,272.5066953,16.09604785,16.09604785,264.0577805,254.5071296,8.177305823,0.058829538,256.0381703,263.4230023,3.945341622,0.028383753
birch_AEON02_20240415_centered_0255.jpg,131,birch,train,0.867898451,0,0,0,253,258,241.5057056,270.1794364,16.74686462,16.74686462,248.2608311,229.4355185,28.95495337,0.208309017,244.7459558,250.6356862,11.06175233,0.079580952
birch_Azumi_20250321_centered_0018.jpg,156,birch,train,0.853318167,0,0,0,251,257,266.3357012,262.3778205,16.25129789,16.25129789,223.2295976,248.6309823,29.00406366,0.171621678,245.1592619,255.6245058,6.000517105,0.035506018
birch_Azumi_20250321_centered_0023.jpg,113,birch,train,0.866835401,0,0,0,260,265,251.7863342,254.4041344,13.40659063,13.40659063,266.269208,272.1202719,9.486898381,0.077129255,259.265929,263.5535292,1.622078295,0.013187628
birch_Azumi_20250321_centered_0038.jpg,129,birch,train,0.861851597,0,0,0,249,261,243.6485573,242.6758513,19.08958784,19.08958784,258.9328698,264.162579,10.42419341,0.075537633,251.3965009,253.5679313,7.808896319,0.056586205
birch_Azumi_20250321_centered_0052.jpg,113,birch,train,0.852891785,0,0,0,253,253,251.7855003,257.8284901,4.978888059,4.978888059,219.9874018,239.5473544,35.64835639,0.285186851,235.8023542,248.6395739,17.74182455,0.141934596
birch_Azumi_20250321_centered_0105.jpg,121,birch,train,0.870207055,0,0,0,261,255,273.0231335,243.320715,16.76190435,16.76190435,247.7790683,269.2154509,19.41319344,0.147069647,260.3556414,256.3147142,1.464128179,0.01109188
birch_Azumi_20250321_centered_0106.jpg,136,birch,train,0.748515817,0,37,37,264,253,265.134964,258.476259,5.592634076,5.592634076,261.4136678,244.4859862,8.898176545,0.055268177,263.1782579,251.1199909,2.051753952,0.012743813
birch_Azumi_20250321_centered_0121.jpg,110,birch,train,0.845322047,0,0,0,257,264,254.2726277,279.1303574,15.37420809,15.37420809,250.488794,252.8737994,12.89139806,0.096927805,252.3560376,265.830867,4.991839425,0.037532627
birch_Azumi_20250321_centered_0134.jpg,116,birch,train,0.81438258,1,0,0,265,248,280.7618931,252.190412,16.30940913,16.30940913,247.9777939,251.9502776,17.47455849,0.126627235,264.2402384,252.0693955,4.139712188,0.029997914
birch_Azumi_20250321_centered_0150.jpg,117,birch,train,0.834709816,0,0,0,247,268,255.0237379,273.7310821,9.860307907,9.860307907,246.7451185,271.5081358,3.517382692,0.024426269,250.9713262,272.6429425,6.109692823,0.042428422
birch_Azumi_20250321_centered_0174.jpg,121,birch,train,0.845582182,0,0,0,259,249,277.0451283,263.4549325,23.12080729,23.12080729,227.4790682,241.4906009,32.40308966,0.233115753,251.6018825,252.1802036,8.052691294,0.057933031
birch_Azumi_20250321_centered_0230.jpg,120,birch,train,0.857511376,0,0,0,252,267,262.6128581,251.7778485,18.55657975,18.55657975,232.1428396,285.5637303,27.18306281,0.199875462,247.117625,268.9593318,5.260852301,0.038682738
birch_Azumi_20250321_centered_0251.jpg,155,birch,train,0.838931214,1,0,0,252,253,239.4189189,260.5386337,14.66678559,14.66678559,258.2097781,248.6467543,7.583672764,0.045140909,248.8562232,254.5661935,3.512306177,0.020906584
birch_Azumi_20250321_centered_0275.jpg,147,birch,train,0.856165267,0,0,0,266,269,271.7341076,263.9216012,7.65964263,7.65964263,251.392079,267.8334351,14.65442695,0.097049185,261.4695608,265.8955048,5.492064324,0.036371287
birch_Azumi_20250321_centered_0365.jpg,120,birch,train,0.860392268,0,0,0,262,253,262.0978944,258.3661471,5.367039983,5.367039983,268.691107,250.1901761,7.257135981,0.055397985,265.3181786,254.3728055,3.59094756,0.027411813
birch_Azumi_20250321_centered_0369.jpg,116,birch,train,0.855877876,0,0,0,261,248,260.4908717,253.824022,5.846233274,5.846233274,268.2333521,244.9582748,7.846876724,0.059899822,264.3172256,249.4425467,3.617309289,0.027613048
birch_Azumi_20250321_centered_0375.jpg,124,birch,train,0.86658023,0,0,0,259,260,263.7036718,246.1276491,14.64809366,14.64809366,238.8693042,273.4630286,24.21772187,0.179390532,251.9183607,259.0998317,7.138621549,0.052878678
cedar_AEON01_20240328_centered_0003.jpg,181,cedar,train,0.508375252,2,3,3,263,284,260.9407783,274.7583662,9.46827273,9.46827273,242.4295405,325.4798653,46.30035666,0.210456167,251.7932051,299.8230665,19.38973144,0.088135143
